product_link,title,brand,price,discount,avg_rating,total_ratings,availability,category
https://www.amazon.com/Disney-Mickey-Friends-Christmas-T-Shirt/dp/B0F9H881YZ,Disney Mickey & Friends Christmas Holly Jolly Crew Poster T-Shirt,Disney,$16.99,0.15,5.0,2,In Stock,shirts
https://www.amazon.com/COOFANDY-Luxury-Floral-Sleeve-Button/dp/B07RM8CY6K,COOFANDY Men's Silk Satin Dress Shirts Jacquard Long Sleeve Floral Button Up Shirts Party Prom Wedding Shirt,COOFANDY,$24.69,0.38,4.3,12730,In Stock,shirts
https://www.amazon.com/ZITY-Sleeve-Sports-Tennis-T-Shirt/dp/B09MJ1RJ58,ZITY Mens Polo Shirt Short Sleeve Sports Tactical T-Shirt Athletic Golf Polos Daily Casual Stylish Collared Shirts for Men,ZITY,$13.50,0.55,4.3,13531,,shirts
https://www.amazon.com/Amazon-Essentials-Short-Sleeve-Crewneck-Patterned/dp/B07FDRXL7D,Amazon Essentials Women's Regular-Fit Short-Sleeve Crewneck T-Shirt,Amazon Essentials,$8.13,0.18,4.4,107982,In Stock,shirts
https://www.amazon.com/AUTOMET-Womens-T-Shirts-Outfits-Blouses/dp/B0DNPY9WDL,AUTOMET Women's Short Sleeve Shirts Dressy Lace Summer Tops 2025 Spring Trendy Casual T-Shirts Cute Work Outfits Blouses,AUTOMET,$9.99,0.5,4.5,4721,In Stock,shirts
https://www.amazon.com/ANRABESS-Sleeve-Tshirts-Clothes-X-Large/dp/B0F6VBCVQG,ANRABESS Long Sleeve Shirts for Women V Neck Ribbed Knit Fitted Fall Basic Tshirts Going Out Tops 2025 Casual Trendy Clothes,ANRABESS,$9.44,0.5,4.6,476,,shirts
https://www.amazon.com/ANRABESS-Womens-Sleeve-Waffle-Shirts/dp/B0FB2XTTFH,ANRABESS Women's Long Sleeve Waffle Knit Shirts Dressy Casual Loose Button Up V Neck Henley Tops 2025 Fall Basic Tee Blouse,ANRABESS,$14.24,0.29,4.4,622,,shirts
https://www.amazon.com/AEROPOSTALE-Womens-Fucshia-Purple-XX-Large/dp/B0D1GSPYKN,Aeropostale Womens Aero Solid A87 Polo,AEROPOSTALE,$9.01,0.63,4.3,1638,In Stock,shirts
https://www.amazon.com/Lucky-Brand-Venice-Burnout-American/dp/B07991CJ18,Lucky Brand Mens Venice Burnout Notch Neck Tee Shirt,Lucky Brand,$18.67,0.46,4.5,9979,In Stock,shirts
https://www.amazon.com/Kenneth-Cole-Unlisted-Shirts-Graphite/dp/B0762QSSN5,Kenneth Cole Mens Dress Shirt Slim Fit Solid,Kenneth Cole,$17.99,0.18,4.3,13813,,shirts
https://www.amazon.com/ANRABESS-Lightweight-Sweaters-Fashion-Clothes/dp/B0D4QZC2VY,ANRABESS Long Sleeve Shirts for Women V Neck Casual Fall Tops Loose Fit Lightweight Sweaters Tunic Fashion 2025 Clothes,ANRABESS,$7.99,0.67,4.2,3122,In Stock,shirts
https://www.amazon.com/Nautica-Uniform-Sleeve-Pique-Medium/dp/B01EA649NS,"Nautica Boys' School Uniform Long Sleeve Polo Shirt, Button Closure, Comfortable, Breathable Fabric",Nautica,$9.03,0.3,4.6,1091,In Stock,shirts
https://www.amazon.com/COOFANDY-Shirts-Wrinkle-Sleeve-Business/dp/B0DBL9GD1M,COOFANDY Mens Dress Shirts Wrinkle Free Long Sleeve Button Down Shirts Formal Business Shirt,COOFANDY,$13.59,0.58,4.4,872,In Stock,shirts
https://www.amazon.com/Amazon-Essentials-Slim-Fit-Long-Sleeve-Flannel/dp/B09RFN35M5,"Amazon Essentials Men's Flannel Shirts Long Sleeve, Slim-Fit Button Down Plaid",Amazon Essentials,$10.95,0.36,4.6,15680,In Stock,shirts
https://www.amazon.com/Trendy-Queen-Workout-Fashion-Clothes/dp/B0CPTWQQ1B,Trendy Queen Womens Long Sleeve Crop Tops Basic Slim Fitted Shirts Fashion 2025 Going Out Y2k Tops Teen Girl Clothes,Trendy Queen,$11.99,0.33,4.5,1600,In Stock,shirts
https://www.amazon.com/Hanes-Moves-Performance-Sleeve-Moisture-Wicking/dp/B0DGQPZPX5,"Hanes Moves Performance, Short Sleeve Polo Shirt for Men, Moisture-Wicking",Hanes,$8.12,0.71,4.6,113,In Stock,shirts
https://www.amazon.com/Disney-Mickey-Mouse-Green-T-Shirt/dp/B09XH4RKP2,Disney Mickey Mouse Green Tie Dye T-Shirt,Disney,$16.99,0.15,4.6,87,In Stock,shirts
https://www.amazon.com/Amazon-Essentials-Relaxed-Sleeve-T-Shirt/dp/B0DN61ZQ8Q,Amazon Essentials Mens Relaxed Fit Long Sleeve T-Shirt,Amazon Essentials,$7.45,0.29,4.1,74,In Stock,shirts
https://www.amazon.com/Minecraft-Christmas-Snowball-Fight-T-Shirt/dp/B0FFJQVVJL,Minecraft Christmas Tree Snowball Fight With Alex T-Shirt,Brand: Minecraft,$16.99,0.15,,0,In Stock,shirts
https://www.amazon.com/COOFANDY-Casual-Button-Down-Shirts-Sleeve/dp/B0CCDK8XVD,COOFANDY Mens Casual Button Down Shirt Untucked Long Sleeve Stretch Denim Dress Shirt,COOFANDY,$23.31,0.25,4.4,1262,In Stock,shirts
https://www.amazon.com/COOFANDY-Wrinkle-Shirts-Muscle-Stretch/dp/B0CJHPSJNF,COOFANDY Men's Muscle Fit Dress Shirts Wrinkle-Free Long Sleeve Casual Button Down Shirts,COOFANDY,$23.99,0.2,4.4,1403,In Stock,shirts
https://www.amazon.com/Under-Armour-Standard-Global-Foundation/dp/B0C12NPX61,Under Armour Mens Global Foundation Short Sleeve T Shirt,Under Armour,$18.75,0.25,4.7,3335,In Stock,shirts
https://www.amazon.com/COOFANDY-Shirts-Wrinkle-Sleeve-Casual/dp/B0FH73V8VJ,COOFANDY Mens Dress Shirts Long Sleeve Plaid Cotton Button Down Shirts Wrinkle Free Business Casual Shirt,COOFANDY,$11.46,0.2,4.2,123,In Stock,shirts
https://www.amazon.com/COOFANDY-Casual-Sleeve-Untucked-Wrinkle/dp/B0D45ZKWGW,COOFANDY Men's Button Down Long Sleeve Shirt Casual Untucked Dress Shirt Regular Fit Wedding Shirts,COOFANDY,$8.49,0.15,4.3,478,In Stock,shirts
https://www.amazon.com/COOFANDY-Sleeve-Shirts-Wrinkle-Business/dp/B0D83VVBSD,COOFANDY Mens Stretch Dress Shirts Long Sleeve Button Down Shirt Regular Fit Formal Business Shirts,COOFANDY,$13.99,0.53,4.5,814,In Stock,shirts
https://www.amazon.com/COOFANDY-Hawaiian-Sleeve-Button-Summer/dp/B0CP1SW4CB,COOFANDY Men's Hawaiian Shirt Short Sleeve Floral Button Down Shirts Tropical Holiday Beach Shirts,COOFANDY,$16.98,0.15,4.5,2177,In Stock,shirts
https://www.amazon.com/Dokotoo-Buttons-Embroidered-Blouses-Business/dp/B0D2QC3LP9,Dokotoo Womens Tops Dressy Casual V Neck Long Sleeve Shirts Buttons Business Casual Hollow Out Embroidered Tops,Dokotoo,$9.99,0.5,4.1,1610,In Stock,shirts
https://www.amazon.com/Disney-Stitch-Stitchmas-Christmas-T-Shirt/dp/B0FN62BFSC,Disney Lilo & Stitch Merry Stitchmas Messy Christmas Lights T-Shirt,Disney,$16.99,0.15,4.5,2,In Stock,shirts
https://www.amazon.com/Amazon-Essentials-Slim-Fit-Long-Sleeve-Stretch/dp/B0BG53WYGY,Amazon Essentials Men's Slim Fit Long Sleeve Wrinkle Resistant Stretch Dress Shirt,Amazon Essentials,$9.95,0.16,4.2,226,In Stock,shirts
https://www.amazon.com/ANRABESS-Womens-Sleeve-Fashion-Outfits/dp/B0F6BF2VMB,ANRABESS Women's Long Sleeve Henley Tops Ribbed Knit Slim Fitted Trendy T Shirt Basic Tees Layer 2025 Fall Fashion Outfits,ANRABESS,$8.49,0.15,4.6,216,In Stock,shirts
https://www.amazon.com/Ekouaer-Womens-Thermal-Undershirts-Layering/dp/B0D2RDDRXM,Ekouaer Womens Long Sleeve Shirts Square Neck Slim Fit Basic Tops Ribbed Thermal Undershirts Layering Tee,Ekouaer,$8.49,0.15,4.5,373,In Stock,shirts
https://www.amazon.com/Amazon-Essentials-Long-Sleeve-Slim-Fit-Stretch/dp/B09LRBDP56,Amazon Essentials Men's Long-Sleeve Slim-Fit Stretch Poplin Shirt,Amazon Essentials,$10.45,0.22,4.2,454,In Stock,shirts
https://www.amazon.com/Zeagoo-Three-Quarter-Blouses-T-Shirt-Clothing/dp/B0DYDZ9TSJ,Zeagoo 3/4 Length Sleeve Women Tops Crew Neck Blouses Dressy Casual Summer T Shirts Loose Fit Business Work Clothes,Zeagoo,$9.59,0.52,4.3,2908,,shirts
https://www.amazon.com/Simple-Joys-Carters-Toddler-Long-Sleeve/dp/B093TL7FKJ,"Simple Joys by Carter's Girls Long-Sleeve Shirts, Pack of 3",Simple Joys by Carter's,$16.78,0.2,4.7,3546,In Stock,shirts
https://www.amazon.com/Dickies-Sleeve-Heavyweight-Henley-3X/dp/B00B6EBJ6I,Dickies Mens Big-Tall Long-Sleeve Heavyweight Henley,Dickies,$13.45,0.59,4.6,4799,In Stock,shirts
https://www.amazon.com/Under-Armour-Hybrid-Sleeve-Medium/dp/B0DH714MLP,Under Armour Boys Tech Hybrid Print Fill Long Sleeve,Under Armour,$18.75,0.25,4.8,243,In Stock,shirts
https://www.amazon.com/Secrets-Silver-Edge-Moonwell-Archives-ebook/dp/B0DXFXCHNT,The Secrets of Silver Edge (The Moonwell Archives Book 1),by Shirsten Shirts (Author) Format: Kindle Edition,N/A,0.0,4.6,15,Unknown,shirts
https://www.amazon.com/ANRABESS-Womens-Business-Outfits-Clothes/dp/B0F93N1GBK,ANRABESS Women's Business Casual Tops V Neck Puff Long Sleeve Shirts Dressy Office Work Blouse 2025 Fall Outfits Clothes,ANRABESS,$9.48,0.53,4.2,110,In Stock,shirts
https://www.amazon.com/COOFANDY-Lightweight-Shacket-Overshirt-Pockets/dp/B0D6VVM84Z,COOFANDY Mens Long Sleeve Button Down Shirt Casual Lightweight Shacket Spring Fall Shirt Jacket Overshirt,COOFANDY,$6.99,0.3,4.3,76,In Stock,shirts
https://www.amazon.com/Amazon-Essentials-Regular-Fit-Long-Sleeve-Available/dp/B0BG4ZFS13,Amazon Essentials Men's Regular Fit Long Sleeve Wrinkle Resistant Stretch Dress Shirt,Amazon Essentials,$9.95,0.17,4.2,280,In Stock,shirts
https://www.amazon.com/Dokotoo-Blouses-Elastic-Sweaters-Parchment/dp/B0D6WGWNS8,Dokotoo Womens Soft Long Sleeve V Neck Shirts Solid Casual Decorative Buttons Knitted Pullover Tunic Tops,Dokotoo,$8.49,0.15,4.4,1145,In Stock,shirts
https://www.amazon.com/Simple-Joys-Carters-Thermal-Long-Sleeve/dp/B09VVJC3N2,Simple Joys by Carter's Boys 3-Pack Thermal Long Sleeve Shirts,Simple Joys by Carter's,$15.73,0.25,4.8,8636,In Stock,shirts
https://www.amazon.com/Dokotoo-Crewneck-Pullover-Striped-Knitted/dp/B0CFLSQXWZ,Dokotoo Womens Tops Fashion 2025 Color Block Long Sleeve Shirts Crewneck Knitted Casual Loose Pullover Blouses,Dokotoo,$17.99,0.5,4.3,2959,,shirts
https://www.amazon.com/Amazon-Essentials-Regular-Fit-Cotton-Pique/dp/B01IXFQT26,Amazon Essentials Men's Regular-Fit Cotton Pique Polo Shirt (Available in Big & Tall),Amazon Essentials,$11.83,0.23,4.3,51876,In Stock,shirts
https://www.amazon.com/AUTOMET-Pleated-Fashion-Lightweight-Outfits/dp/B0D5HB2YFW,AUTOMET Womens Long Sleeve Shirts Pleated Crew Neck Casual Fall Fashion Tops Loose Fit Lightweight Girls Outfits Clothes,AUTOMET,$7.89,0.21,4.4,2256,In Stock,shirts
https://www.amazon.com/Zeagoo-Thanksgiving-Sleeve-Fashion-Pattern/dp/B0FH542GC9,Zeagoo Long Sleeve Shirts for Women Fall V Neck Tops Casual Dressy Blouse Boho Tunic Business Work Clothes School Outfit,Zeagoo,$11.99,0.4,4.2,518,In Stock,shirts
https://www.amazon.com/COOFANDY-Cotton-Henley-Shirts-Classic/dp/B0DNR53K37,COOFANDY Men's 3 Pack Henley Shirts Short Sleeve Casual Basic Tees Classic Henley Summer Solid T Shirts with Pocket,COOFANDY,$4.69,0.69,4.2,3064,In Stock,shirts
https://www.amazon.com/dickies-Short-Sleeve-Heavweight-Big-Tall/dp/B07PZ5RDJ8,Dickies Men's Short Sleeve Heavyweight Crew Neck,Dickies,$9.32,0.48,4.3,2965,In Stock,shirts
https://www.amazon.com/Dokotoo-Fashion-Blouses-Business-T-Shirts/dp/B0CP3MRJ6W,Dokotoo Women's 2025 Fashion Tops 3/4 Sleeve T-Shirts Cute Crewneck Basic Business Tees Blouses,Dokotoo,$9.99,0.33,4.3,5113,In Stock,shirts
https://www.amazon.com/BALEAF-Lightweight-Protection-T-Shirts-Fishing/dp/B07PMPXJTG,baleaf Men's Sun Protection Shirts UV SPF UPF 50+ Long Sleeve Rash Guard Fishing Running Quick Dry Lightweight,baleaf,$13.99,0.3,4.6,31891,In Stock,shirts
https://www.amazon.com/AUTOMET-Clothes-Clothing-Outfits-Comfortable/dp/B0FNWLDBRW,AUTOMET Long Sleeve Shirts for Women Tops V Neck Casual Top Comfortable Shirt Soft Basic Tees Women Blouses,AUTOMET,$9.99,0.33,4.5,759,,shirts
https://www.amazon.com/Ekouaer-Womens-Sleeve-Thermal-Undershirts/dp/B0D4K72Z99,Ekouaer Womens Long Sleeve Shirts Crew Neck Stretchy Fitted Ribbed Tops Basic Base Layer Soft Thermal Undershirts Tee,Ekouaer,$8.49,0.29,4.5,266,In Stock,shirts
https://www.amazon.com/Trendy-Queen-T-Shirts-Fashion-Outfits/dp/B0FNDF6L95,Trendy Queen Womens Long Sleeve T-Shirts Basic Crop Tops 2025 Fall Fashion Outfits Going Out Winter Clothes,Trendy Queen,$9.99,0.44,4.5,113,In Stock,shirts
https://www.amazon.com/COOFANDY-Shacket-Flannel-Classic-Pockets/dp/B0CBKR1W9H,COOFANDY Men's Flannel Shirts Casual Button Down Plaid Shirt Jacket Long Sleeve Fleece Shacket with Pockets,COOFANDY,$22.09,0.15,4.3,1364,In Stock,shirts
https://www.amazon.com/ANRABESS-Lightweight-Sweaters-Business-Blouses/dp/B0F6SLYMSW,ANRABESS Womens Long Sleeve Henley Shirts Button Down Tunic Tops Fall Lightweight Sweaters Business Casual Blouses 2025,ANRABESS,$7.99,0.2,4.3,297,In Stock,shirts
https://www.amazon.com/Hanes-Performance-Moisture-Wicking-Protection-Black-3/dp/B0DGQP1L6Y,"Hanes womens Performance Polo, Single or 3-Pack, Sport Cool DRI Moisture-Wicking Polo Shirt, 40+ UPF Protection",Hanes Comfortblend,$22.00,0.45,4.3,22189,In Stock,shirts
https://www.amazon.com/PRETTYGARDEN-Sleeve-Waffle-Shirts-Clothes/dp/B0FLDGSTW1,PRETTYGARDEN Women Long Sleeve Waffle Knit Shirts 2025 Fall Casual Button V Neck Loose Henley Tops Basic Tees Winter Clothes,PRETTYGARDEN,$9.99,0.33,4.3,111,In Stock,shirts
https://www.amazon.com/WIHOLL-Striped-Fashion-Pullover-Vacation/dp/B0FH65P5DQ,WIHOLL Womens Striped Long Sleeve Shirts Fall Outfits 2025 Color Block Tops Fashion Clothing Ribbed Crewneck Tee Blouses,WIHOLL,$11.72,0.41,4.1,364,,shirts
https://www.amazon.com/PRETTYGARDEN-Womens-Spring-Clothing-XX-Large/dp/B0DK3KH1RL,PRETTYGARDEN Women's 2025 Fall Summer Short Sleeve Tops Ribbed Henley Button Slim Fit Basic Casual T Shirts Blouse Clothing,PRETTYGARDEN,$6.99,0.3,4.4,1451,In Stock,shirts
https://www.amazon.com/Nautica-Uniform-Sleeve-Performance-Medium/dp/B01DJZY800,"Nautica Boys' School Uniform Short Sleeve Polo Shirt, Button Closure, Moisture Wicking Performance Material",Nautica,$7.57,0.54,4.7,5420,In Stock,shirts
https://www.amazon.com/WIHOLL-Sweaters-Lightweight-Vacation-Teachers/dp/B0FCLTJP2Y,WIHOLL Sweaters for Women V Neck Casual Knit Long Sleeve Tops Lightweight Pullover Clothes Fall Fashion Outfits 2025,WIHOLL,$14.99,0.5,4.4,252,,shirts
https://www.amazon.com/Trendy-Queen-Womens-Shirts-Clothing/dp/B0CKPF5X78,Trendy Queen Womens Short Sleeve T Shirts Summer Crop Tops Basic Slim Fit Gym Workout Y2k Clothes,Trendy Queen,$14.39,0.2,4.4,4679,,shirts
https://www.amazon.com/Amazon-Essentials-Turtleneck-Shirts-X-Large/dp/B0DMWY491B,Amazon Essentials Mens Slim Fit Turtleneck Shirts,Amazon Essentials,$9.95,0.29,4.1,88,In Stock,shirts
